accuracy,loss,val_accuracy,val_loss,learning_rate
0.7233036756515503,0.7088006138801575,0.7809894680976868,0.5655679702758789,0.0005000000237487257
0.8517797589302063,0.4447014331817627,0.864924967288971,0.3871042728424072,0.0005000000237487257
0.8640155792236328,0.4103505611419678,0.9021678566932678,0.3124156892299652,0.0005000000237487257
0.8800055384635925,0.3715537190437317,0.9193996787071228,0.2724432647228241,0.0005000000237487257
0.8955784440040588,0.33963263034820557,0.9266259074211121,0.2551382780075073,0.0005000000237487257
0.8955784440040588,0.33654242753982544,0.9427459836006165,0.22585684061050415,0.0005000000237487257
0.8969688415527344,0.331900954246521,0.9499722123146057,0.2156359702348709,0.0005000000237487257
0.892519474029541,0.33128413558006287,0.9555308222770691,0.2058926522731781,0.0005000000237487257
0.895856499671936,0.332212895154953,0.9566425681114197,0.20413658022880554,0.0005000000237487257
0.9035038948059082,0.3148604929447174,0.9527515172958374,0.2019028216600418,0.0005000000237487257
0.9036429524421692,0.31796616315841675,0.9583101868629456,0.19704075157642365,0.0005000000237487257
0.9022524952888489,0.3074497878551483,0.9616453647613525,0.1931130439043045,0.0005000000237487257
0.9082313776016235,0.30094677209854126,0.9627571105957031,0.18993422389030457,0.0005000000237487257
0.909899890422821,0.29936641454696655,0.9644246697425842,0.18905745446681976,0.0005000000237487257
0.9103170037269592,0.2934414744377136,0.9566425681114197,0.18940143287181854,0.0005000000237487257
0.9129588603973389,0.29219332337379456,0.9666481614112854,0.18275928497314453,0.0005000000237487257
0.913515031337738,0.2840578854084015,0.9683157205581665,0.17717306315898895,0.0005000000237487257
0.916991114616394,0.2838691174983978,0.9666481614112854,0.17754864692687988,0.0005000000237487257
0.9160177707672119,0.2790272831916809,0.9660922884941101,0.17538931965827942,0.0005000000237487257
0.9110122323036194,0.28325653076171875,0.9655364155769348,0.178192138671875,0.0005000000237487257
0.9150444865226746,0.27262797951698303,0.9705392122268677,0.17281483113765717,0.0005000000237487257
0.9254727363586426,0.2643161118030548,0.9683157205581665,0.17130443453788757,0.0005000000237487257
0.9261679649353027,0.2511753737926483,0.9716508984565735,0.16474540531635284,0.0005000000237487257
0.9156006574630737,0.2667800784111023,0.9683157205581665,0.16620297729969025,0.0005000000237487257
0.9272803068161011,0.24269740283489227,0.9716508984565735,0.16110126674175262,0.0005000000237487257
0.9153226017951965,0.27595072984695435,0.9699833393096924,0.16323813796043396,0.0005000000237487257
0.9105951189994812,0.28579261898994446,0.9705392122268677,0.1676957607269287,0.0005000000237487257
0.9183815121650696,0.2639581561088562,0.9727626442909241,0.16742649674415588,0.0005000000237487257
0.9207452535629272,0.2605575621128082,0.97443026304245,0.16381117701530457,0.0002500000118743628
0.9219966530799866,0.2562975585460663,0.9755419492721558,0.16316084563732147,0.0002500000118743628
