accuracy,loss,val_accuracy,val_loss,learning_rate
0.7869855165481567,0.5838543176651001,0.9093940854072571,0.40445494651794434,0.0010000000474974513
0.8736095428466797,0.4165665805339813,0.93996661901474,0.30706867575645447,0.0010000000474974513
0.9005839824676514,0.3364271819591522,0.9405224919319153,0.2649543285369873,0.0010000000474974513
0.9086484909057617,0.305107980966568,0.9577543139457703,0.22096234560012817,0.0010000000474974513
0.9137930870056152,0.2815074920654297,0.9599777460098267,0.20299315452575684,0.0010000000474974513
0.9080923199653625,0.2805831730365753,0.9672039747238159,0.18866705894470215,0.0010000000474974513
0.9164349436759949,0.2595328986644745,0.9710950255393982,0.17494791746139526,0.0010000000474974513
0.9238042235374451,0.24428768455982208,0.9583101868629456,0.1811971664428711,0.0010000000474974513
0.9189376831054688,0.24118801951408386,0.9738743901252747,0.15425510704517365,0.0010000000474974513
0.927558422088623,0.220840722322464,0.9722067713737488,0.15406523644924164,0.0010000000474974513
0.9221357107162476,0.2257377803325653,0.9699833393096924,0.14873087406158447,0.0010000000474974513
0.9254727363586426,0.22313831746578217,0.9599777460098267,0.15287882089614868,0.0010000000474974513
0.9243603944778442,0.22122398018836975,0.9755419492721558,0.13599321246147156,0.0010000000474974513
0.9213014245033264,0.22804373502731323,0.9599777460098267,0.14518307149410248,0.0010000000474974513
0.9263070225715637,0.2091103047132492,0.9738743901252747,0.13621386885643005,0.0010000000474974513
0.9186596274375916,0.22330737113952637,0.9672039747238159,0.1390710324048996,0.0010000000474974513
0.9243603944778442,0.21258509159088135,0.9783213138580322,0.12637412548065186,0.0005000000237487257
0.9236651659011841,0.20985092222690582,0.9777654409408569,0.12241926044225693,0.0005000000237487257
0.9244994521141052,0.20756898820400238,0.979433000087738,0.12267044186592102,0.0005000000237487257
0.9288097620010376,0.1964786797761917,0.9777654409408569,0.1254327893257141,0.0005000000237487257
0.9267241358757019,0.19918818771839142,0.9749860763549805,0.11995429545640945,0.0005000000237487257
0.9265850782394409,0.2044331133365631,0.9783213138580322,0.11610691994428635,0.0005000000237487257
0.9282535910606384,0.1933513879776001,0.9799888730049133,0.11546047776937485,0.0005000000237487257
0.9308954477310181,0.19069810211658478,0.9799888730049133,0.11631231009960175,0.0005000000237487257
0.9215795397758484,0.20413583517074585,0.9799888730049133,0.11401624977588654,0.0005000000237487257
0.9297831058502197,0.18801526725292206,0.9722067713737488,0.11685070395469666,0.0005000000237487257
0.9379866719245911,0.17620031535625458,0.9805447459220886,0.11184808611869812,0.0005000000237487257
0.9328420758247375,0.1880178451538086,0.976097822189331,0.11287155002355576,0.0005000000237487257
0.9224137663841248,0.20939083397388458,0.9766536951065063,0.11226087063550949,0.0005000000237487257
0.9292269349098206,0.1917707473039627,0.9722067713737488,0.11808373779058456,0.0005000000237487257
0.9321468472480774,0.1809849888086319,0.9799888730049133,0.11253524571657181,0.0002500000118743628
0.9308954477310181,0.1789851188659668,0.9783213138580322,0.10622283071279526,0.0002500000118743628
0.9372914433479309,0.17230430245399475,0.9849916696548462,0.10664473474025726,0.0002500000118743628
0.9281145930290222,0.1850673109292984,0.9822123646736145,0.10360413789749146,0.0002500000118743628
0.9371523857116699,0.1679747849702835,0.9805447459220886,0.1069292202591896,0.0002500000118743628
0.9339544177055359,0.17517074942588806,0.9811006188392639,0.10431049764156342,0.0002500000118743628
0.9297831058502197,0.17946873605251312,0.9777654409408569,0.10772500187158585,0.0002500000118743628
0.9254727363586426,0.1956542581319809,0.9838799238204956,0.10261543095111847,0.0001250000059371814
0.9335372447967529,0.17502634227275848,0.982768177986145,0.10374651104211807,0.0001250000059371814
0.9297831058502197,0.178033247590065,0.9811006188392639,0.10448376834392548,0.0001250000059371814
